Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,B, 6304,116,2019,Small Business Repayment Relief Act of 2020,House,"Delgado, Antonio ",D,NY,19,3/19/20,0,House - Small Business,3/19/20,Referred to the House Committee on Small Business.
H,B, 6508,116,2019,State Operations Stabilization (SOS) Act,House,"Morelle, Joseph D. ",D,NY,25,4/14/20,27,House - Oversight and Reform,4/14/20,Referred to the House Committee on Oversight and Reform.
H,Res, 949,116,2019,"Expressing the sense of the House of Representatives that public servants should be commended for their dedication and continued service to the United States during Public Service Recognition Week, the week of May 3 through 9, 2020.",House,"Wittman, Robert J. ",R,VA,1,5/1/20,1,House - Oversight and Reform,5/1/20,Referred to the House Committee on Oversight and Reform.
H,B, 6199,116,2019,Emergency Unemployment Insurance Stabilization and Access Act of 2020,House,"Horsford, Steven ",D,NV,4,3/11/20,0,House - Ways and Means,3/11/20,Referred to the House Committee on Ways and Means.
H,B, 6605,116,2019,Helping Hospitals in Need Act,House,"Hayes, Jahana ",D,CT,5,4/23/20,0,House - Appropriations,4/23/20,Referred to the House Committee on Appropriations.
H,B, 6249,116,2019,Coronavirus Accounting Relief Act,House,"Luetkemeyer, Blaine ",R,MO,3,3/12/20,5,"House - Financial Services, Agriculture",3/12/20,"Referred to the Committee on Financial Services, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6294,116,2019,Improving Emergency Disease Response via Housing Act of 2020,House,"Tipton, Scott  R. ",R,CO,3,3/19/20,0,House - Financial Services,3/19/20,Referred to the House Committee on Financial Services.
H,B, 266,116,2019,Paycheck Protection Program and Health Care Enhancement Act,House,"McCollum, Betty ",D,MN,4,1/8/19,0,House - Appropriations,4/24/20,Became Public Law No: 116-139.
H,B, 6265,116,2019,Coronavirus Guidance for Financial Institutions Act,House,"Stivers, Steve ",R,OH,15,3/12/20,4,House - Financial Services,3/12/20,Referred to the House Committee on Financial Services.
H,B, 6325,116,2019,Supporting Charitable Institutions Act of 2020,House,"Pappas, Chris ",D,NH,1,3/23/20,0,House - Ways and Means,3/23/20,Referred to the House Committee on Ways and Means.
H,B, 6424,116,2019,"To extend the charitable deduction to all taxpayers regardless of whether a taxpayer itemizes deductions in order to encourage and increase charitable giving, and to provide for loans and loan guarantees to certain public charities.",House,"Moulton, Seth ",D,MA,6,3/31/20,1,House - Ways and Means,3/31/20,Referred to the House Committee on Ways and Means.
H,B, 6408,116,2019,"To extend the charitable deduction to all taxpayers regardless of whether a taxpayer itemizes deductions in order to encourage and increase charitable giving, and to provide for loans and loan guarantees to certain public charities.",House,"Moulton, Seth ",D,MA,6,3/27/20,38,House - Ways and Means,3/27/20,Referred to the House Committee on Ways and Means.
H,B, 6268,116,2019,SBA Business Stabilization Direct Loan Program Act of 2020,House,"Velazquez, Nydia M. ",D,NY,7,3/12/20,8,House - Small Business,3/12/20,Referred to the House Committee on Small Business.
H,B, 6260,116,2019,Reciprocity Ensures Streamlined Use of Lifesaving Treatments for Coronavirus Patients Act of 2020,House,"Roy, Chip ",R,TX,21,3/12/20,1,"House - Energy and Commerce, Rules",3/12/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6273,116,2019,Protecting Vulnerable Americans in Times of Crisis Act of 2020,House,"Butterfield, G. K. ",D,NC,1,3/13/20,0,House - Energy and Commerce,3/13/20,Referred to the House Committee on Energy and Commerce.
H,B, 6539,116,2019,Coronavirus Medicaid Response Act,House,"Lee, Susie ",D,NV,3,4/17/20,0,House - Energy and Commerce,4/17/20,Referred to the House Committee on Energy and Commerce.
H,B, 6421,116,2019,Li Wenliang Global Public Health Accountability Act of 2020,House,"Curtis, John R. ",R,UT,3,3/31/20,8,"House - Foreign Affairs, Judiciary",3/31/20,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6514,116,2019,Worker Health Coverage Protection Act,House,"Scott, Robert C. ""Bobby"" ",D,VA,3,4/14/20,45,"House - Education and Labor, Energy and Commerce, Ways and Means",4/14/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Energy and Commerce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,Con,Res,116,2019,Establishing the Joint Select Committee on the Events and Activities Surrounding China's Handling of the 2019 Novel Coronavirus.,House,"Barr, Andy ",R,KY,6,4/17/20,71,House - Rules,4/17/20,Referred to the House Committee on Rules.
H,B, 6496,116,2019,Emergency Money for the People Act,House,"Ryan, Tim ",D,OH,13,4/14/20,28,House - Ways and Means,4/14/20,Referred to the House Committee on Ways and Means.
H,B, 6566,116,2019,Airline Travelers Equity Act of 2020,House,"Smith, Christopher H. ",R,NJ,4,4/21/20,2,House - Financial Services,4/21/20,Referred to the House Committee on Financial Services.
H,B, 6523,116,2019,TRUE Act of 2020,House,"Smith, Christopher H. ",R,NJ,4,4/17/20,1,House - Financial Services,4/17/20,Referred to the House Committee on Financial Services.
H,B, 6519,116,2019,Holding the Chinese Communist Party Accountable for Infecting Americans Act of 2020,House,"Crenshaw, Dan ",R,TX,2,4/17/20,5,House - Judiciary,4/17/20,Referred to the House Committee on the Judiciary.
H,Res, 930,116,2019,Supporting the resiliency of America's small businesses.,House,"Balderson, Troy ",R,OH,12,4/21/20,15,House - Small Business,4/21/20,Referred to the House Committee on Small Business.
H,B, 6373,116,2019,"To increase the amount available under the Defense Production Act of 1950 to respond to the coronavirus epidemic, and for other purposes.",House,"Vargas, Juan ",D,CA,51,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6369,116,2019,"To waive certain requirements with respect to in-person appraisals, and for other purposes.",House,"Sherman, Brad ",D,CA,30,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,B, 6475,116,2019,"To amend the Small Business Act to expand eligibility for the paycheck protection program, and for other purposes.",House,"Green, Al ",D,TX,9,4/10/20,7,House - Small Business,4/10/20,Referred to the House Committee on Small Business.
H,B, 6632,116,2019,"To amend the CARES Act to provide for repayment terms for mortgages in forbearance, and for other purposes.",House,"Soto, Darren ",D,FL,9,4/28/20,16,House - Financial Services,4/28/20,Referred to the House Committee on Financial Services.
H,B, 6407,116,2019,"To rescind the appropriation made to the Kennedy Center in the Coronavirus Aid, Relief, and Economic Security Act.",House,"Steil, Bryan ",R,WI,1,3/27/20,43,House - Appropriations,3/27/20,Referred to the House Committee on Appropriations.
H,Res, 904,116,2019,Directing the Clerk of the House of Representatives to make corrections in the engrossment of H.R. 6201.,House,"Neal, Richard E. ",D,MA,1,3/16/20,0,"House - Appropriations, House Administration",3/16/20,Motion to reconsider laid on the table Agreed to without objection.
H,B, 6522,116,2019,PPP Expansion Act of 2020,House,"Smith, Christopher H. ",R,NJ,4,4/17/20,1,House - Small Business,4/17/20,Referred to the House Committee on Small Business.
H,B, 6538,116,2019,Modernized Medicine Act,House,"Kennedy, Joseph P., III ",D,MA,4,4/17/20,2,House - Energy and Commerce,4/17/20,Referred to the House Committee on Energy and Commerce.
H,B, 6582,116,2019,Food for Working Families Act of 2020,House,"Hayes, Jahana ",D,CT,5,4/21/20,13,House - Agriculture,4/21/20,Referred to the House Committee on Agriculture.
H,B, 6427,116,2019,PANDEMIC Act of 2020,House,"Keller, Fred ",R,PA,12,4/3/20,9,House - Judiciary,4/3/20,Referred to the House Committee on the Judiciary.
H,B, 6384,116,2019,Community Meals Fund,House,"Velazquez, Nydia M. ",D,NY,7,3/24/20,17,House - Agriculture,3/24/20,Referred to the House Committee on Agriculture.
H,Res, 950,116,2019,"Expressing support for the designation of May 5, 2020, as the ""National Day of Awareness for Missing and Murdered Indigenous Women and Girls"".",House,"Haaland, Debra A. ",D,NM,1,5/5/20,22,House - Natural Resources,5/5/20,Referred to the House Committee on Natural Resources.
H,B, 6479,116,2019,Taxpayer Accountability for Airlines Relief Act,House,"Burchett, Tim ",R,TN,2,4/10/20,0,House - Transportation and Infrastructure,4/13/20,Referred to the Subcommittee on Aviation.
H,B, 6521,116,2019,"To prohibit the Secretary of Health and Human Services from taking certain actions with respect to Medicaid supplemental payments reporting requirements, and for other purposes.",House,"Barragan, Nanette Diaz ",D,CA,44,4/17/20,1,House - Energy and Commerce,4/17/20,Referred to the House Committee on Energy and Commerce.
H,Res, 919,116,2019,Condemning the United Nations' decision to appoint China a seat on its Human Rights Council.,House,"Steube, W. Gregory ",R,FL,17,4/10/20,9,House - Foreign Affairs,4/10/20,Referred to the House Committee on Foreign Affairs.
H,B, 6543,116,2019,To amend the CARES Act to amend the membership of the Pandemic Response Accountability Committee.,House,"Maloney, Carolyn B. ",D,NY,12,4/17/20,6,House - Oversight and Reform,4/17/20,Referred to the House Committee on Oversight and Reform.
H,B, 6651,116,2019,Use Your Endowment Act,House,"Cline, Ben ",R,VA,6,5/1/20,2,House - Education and Labor,5/1/20,Referred to the House Committee on Education and Labor.
H,B, 6598,116,2019,SOS ACT Act,House,"Green, Mark E. ",R,TN,7,4/23/20,7,"House - Financial Services, Foreign Affairs",4/23/20,"Referred to the Committee on Financial Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6274,116,2019,CDC Tribal Public Health Security and Preparedness Act,House,"Haaland, Debra A. ",D,NM,1,3/13/20,1,House - Energy and Commerce,3/13/20,Referred to the House Committee on Energy and Commerce.
H,B, 6610,116,2019,Director of Pandemic and Biodefense Preparedness and Response Act,House,"Rose, Max ",D,NY,11,4/23/20,3,"House - Energy and Commerce, Transportation and Infrastructure, Armed Services, Foreign Affairs, Intelligence (Permanent Select)",4/24/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6411,116,2019,Emergency Advance Refill Notification Act of 2020,House,"McBath, Lucy ",D,GA,6,3/27/20,1,"House - Energy and Commerce, Ways and Means, Education and Labor",3/27/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6220,116,2019,Emergency Family and Medical Leave Expansion Act,House,"Scott, Robert C. ""Bobby"" ",D,VA,3,3/12/20,3,"House - Education and Labor, Oversight and Reform, House Administration",3/12/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Oversight and Reform, and House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6551,116,2019,CARES Act Section 4014 Technical Corrections Act,House,"Sherman, Brad ",D,CA,30,4/17/20,0,House - Financial Services,4/17/20,Referred to the House Committee on Financial Services.
H,B, 6330,116,2019,Coronavirus Housing Counseling Support Act,House,"Axne, Cynthia ",D,IA,3,3/23/20,1,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,Con,Res,116,2019,"Expressing support for the designation of October 28, 2020, as ""Honoring the Nation's First Responders Day"".",House,"DeLauro, Rosa L. ",D,CT,3,5/5/20,1,House - Transportation and Infrastructure,5/5/20,Referred to the House Committee on Transportation and Infrastructure.
H,B, 6565,116,2019,Emergency Ensuring Access to SNAP (EATS) Act of 2020,House,"Gomez, Jimmy ",D,CA,34,4/21/20,25,House - Agriculture,4/21/20,Referred to the House Committee on Agriculture.
H,Res, 953,116,2019,"Expressing support for designation of May 2020 as ""Health and Fitness Month"".",House,"Veasey, Marc A. ",D,TX,33,5/5/20,0,House - Energy and Commerce,5/5/20,Referred to the House Committee on Energy and Commerce.
H,B, 6323,116,2019,MEP Crisis Response Act of 2020,House,"Stevens, Haley M. ",D,MI,11,3/23/20,2,"House - Science, Space, and Technology",3/23/20,"Referred to the House Committee on Science, Space, and Technology."
H,Res, 947,116,2019,"Expressing support for the designation of May 7, 2020, as a ""National Day of Reason"" and recognizing the central importance of reason in the betterment of humanity.",House,"Raskin, Jamie ",D,MD,8,5/1/20,3,House - Oversight and Reform,5/1/20,Referred to the House Committee on Oversight and Reform.
H,Res, 935,116,2019,Establishing a Select Subcommittee on the Coronavirus Crisis as a select investigative subcommittee of the Committee on Oversight and Reform.,House,"McGovern, James P. ",D,MA,2,4/22/20,0,House - Rules,4/23/20,"Pursuant to the provisions of H. Res. 938, H. Res. 935 is considered passed House."
H,B, 6647,116,2019,Health Care Opportunities for Transportation Security Administration Employees Act,House,"Correa, J. Luis ",D,CA,46,5/1/20,14,House - Oversight and Reform,5/1/20,Referred to the House Committee on Oversight and Reform.
H,B, 6483,116,2019,CARE Act for Those Without Homes,House,"Neguse, Joe ",D,CO,2,4/10/20,3,House - Financial Services,4/10/20,Referred to the House Committee on Financial Services.
H,B, 6544,116,2019,Payday and Predatory Loans Moratorium Act of 2020,House,"Meeks, Gregory W. ",D,NY,5,4/17/20,0,House - Financial Services,4/17/20,Referred to the House Committee on Financial Services.
H,Res, 940,116,2019,"Recognizing the commencement of Ramadan, the Muslim holy month of fasting and spiritual renewal, and commending Muslims in the United States and throughout the world for their faith.",House,"Johnson, Eddie Bernice ",D,TX,30,4/23/20,24,House - Foreign Affairs,4/23/20,Referred to the House Committee on Foreign Affairs.
H,Res, 951,116,2019,"Supporting the goals and ideals of National Nurses Week, to be observed from May 6 through May 12, 2020.",House,"Johnson, Eddie Bernice ",D,TX,30,5/5/20,41,House - Energy and Commerce,5/5/20,Referred to the House Committee on Energy and Commerce.
H,B, 6442,116,2019,Providing Americans Insured Days of Leave Act of 2020,House,"DeLauro, Rosa L. ",D,CT,3,4/3/20,38,"House - Education and Labor, Ways and Means, Oversight and Reform, House Administration, Judiciary",4/3/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Ways and Means, Oversight and Reform, House Administration, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6524,116,2019,Compensation for the Victims of State Misrepresentations to the World Health Organization Act of 2020,House,"Smith, Christopher H. ",R,NJ,4,4/17/20,2,House - Judiciary,4/17/20,Referred to the House Committee on the Judiciary.
H,B, 6482,116,2019,Protecting Our Pharmaceutical Supply Chain from China Act of 2020,House,"Gallagher, Mike ",R,WI,8,4/10/20,4,"House - Energy and Commerce, Ways and Means, Armed Services, Veterans' Affairs",4/10/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, Armed Services, and Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,Res, 926,116,2019,"Recognizing the designation of the week of April 11 through April 17, 2020, as ""Black Maternal Health Week"" to bring national attention to the United States maternal health crisis in the Black community and the importance of reducing maternal mortality and morbidity among Black women and birthing persons.",House,"Adams, Alma S. ",D,NC,12,4/17/20,69,House - Energy and Commerce,4/17/20,Referred to the House Committee on Energy and Commerce.
H,B, 6368,116,2019,State Housing Relief Act of 2020,House,"Scott, David ",D,GA,13,3/23/20,2,House - Financial Services,3/23/20,Referred to the House Committee on Financial Services.
H,Res, 922,116,2019,Expressing the sense of the House of Representatives that all nations should permanently close live wildlife markets and that the People's Republic of China should cease spreading disinformation regarding the origins of coronavirus.,House,"Chabot, Steve ",R,OH,1,4/14/20,6,"House - Foreign Affairs, Natural Resources, Agriculture, Energy and Commerce",4/20/20,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
H,B, 6207,116,2019,Coronavirus Worker Relief Act,House,"Kilmer, Derek ",D,WA,6,3/11/20,2,House - Transportation and Infrastructure,3/12/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6597,116,2019,Equity in Student Loan Relief Act,House,"Stefanik, Elise M. ",R,NY,21,4/22/20,11,House - Education and Labor,4/22/20,Referred to the House Committee on Education and Labor.
H,B, 6303,116,2019,Increasing Access to Capital Act of 2020,House,"Crow, Jason ",D,CO,6,3/19/20,17,House - Small Business,3/19/20,Referred to the House Committee on Small Business.
H,B, 6537,116,2019,FIRST Act,House,"Jayapal, Pramila ",D,WA,7,4/17/20,29,House - Judiciary,4/17/20,Referred to the House Committee on the Judiciary.
H,B, 6150,116,2019,Paid Sick Days for Public Health Emergencies and Personal and Family Care Act,House,"DeLauro, Rosa L. ",D,CT,3,3/9/20,83,"House - Education and Labor, House Administration, Oversight and Reform, Judiciary",3/9/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on House Administration, Oversight and Reform, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 6275,116,2019,Supporting Students in Response to Coronavirus Act,House,"Scott, Robert C. ""Bobby"" ",D,VA,3,3/13/20,25,House - Education and Labor,3/13/20,Referred to the House Committee on Education and Labor.
H,B, 6625,116,2019,CRUISE Integrity Act,House,"Speier, Jackie ",D,CA,14,4/24/20,4,"House - Transportation and Infrastructure, Ways and Means",4/27/20,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
H,B, 6431,116,2019,Made in America Emergency Preparedness Act,House,"Fitzpatrick, Brian K. ",R,PA,1,4/3/20,18,"House - Transportation and Infrastructure, Ways and Means, Oversight and Reform, Homeland Security, Energy and Commerce, Armed Services",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H,B, 6525,116,2019,Reopen America Act of 2020,House,"Raskin, Jamie ",D,MD,8,4/17/20,67,"House - Energy and Commerce, Armed Services, Financial Services",4/17/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Armed Services, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B, 1140,116,2019,Rights for Transportation Security Officers Act of 2020,House,"Thompson, Bennie G. ",D,MS,2,2/11/19,242,"House - Homeland Security, Oversight and Reform | Senate - Commerce, Science, and Transportation",3/5/20,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation."
S,Res, 553,116,2019,"A resolution expressing the sense of the Senate that the Government of the People's Republic of China made multiple serious mistakes in the early stages of the COVID-19 outbreak that heightened the severity and spread of the ongoing COVID-19 pandemic, including the intentional spread of misinformation to downplay the risks of COVID-19, a refusal to cooperate with international health authorities, internal censorship of doctors and journalists, and a malicious disregard for the health of ethnic minorities.",Senate,"Blackburn, Marsha ",R,TN,0,3/24/20,1,Senate - Foreign Relations,3/24/20,Referred to the Committee on Foreign Relations. (text: CR S2014-2015)
S,Res, 552,116,2019,A resolution supporting an international investigation into the handling by the Government of the People's Republic of China of COVID-19 and the impact of handling COVID-19 in that manner on the people of the United States and other nations.,Senate,"Hawley, Josh  ",R,MO,0,3/24/20,4,Senate - Foreign Relations,3/24/20,Referred to the Committee on Foreign Relations.
S,B, 3564,116,2019,Ensuring Treatment for COVID Act,Senate,"Casey, Robert P., Jr. ",D,PA,0,3/22/20,1,Senate - Finance,3/22/20,Read twice and referred to the Committee on Finance.
S,B, 3442,116,2019,Care for COVID-19 Act,Senate,"Booker, Cory A. ",D,NJ,0,3/11/20,1,Senate - Finance,3/11/20,Read twice and referred to the Committee on Finance.
S,B, 3499,116,2019,Free COVID-19 Testing Act,Senate,"Smith, Tina  ",D,MN,0,3/12/20,42,"Senate - Health, Education, Labor, and Pensions",3/12/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3578,116,2019,COVID-19 Funding Accountability Act of 2020,Senate,"Grassley, Chuck ",R,IA,0,3/24/20,0,Senate - Homeland Security and Governmental Affairs,3/24/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (Sponsor introductory remarks on measure: CR S2009; text: CR S2011-2013)
S,B, 3518,116,2019,COVID-19 Recovery Grants for Small Businesses Act,Senate,"Cardin, Benjamin L. ",D,MD,0,3/18/20,1,Senate - Small Business and Entrepreneurship,3/18/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3554,116,2019,COVID-19 RELIEF for Small Businesses Act of 2020,Senate,"Cardin, Benjamin L. ",D,MD,0,3/20/20,9,Senate - Small Business and Entrepreneurship,3/20/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3541,116,2019,"A bill to modify requirements relating to small business disaster loans made in response to COVID-19, and for other purposes.",Senate,"Baldwin, Tammy ",D,WI,0,3/19/20,0,Senate - Small Business and Entrepreneurship,3/19/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3542,116,2019,COVID-19 Earned Income Act,Senate,"Brown, Sherrod ",D,OH,0,3/19/20,1,Senate - Finance,3/19/20,Read twice and referred to the Committee on Finance.
S,Res, 551,116,2019,A resolution providing that the salaries of Senators shall be held in escrow until the Senate has passed legislation that appropriately addresses the COVID-19 outbreak.,Senate,"McSally, Martha ",R,AZ,0,3/24/20,0,Senate - Rules and Administration,3/24/20,Referred to the Committee on Rules and Administration. (text: CR S2013)
S,B, 3556,116,2019,COVID-19 Graduate Relief Act,Senate,"Romney, Mitt  ",R,UT,0,3/20/20,0,"Senate - Health, Education, Labor, and Pensions",3/20/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,Res, 550,116,2019,A resolution commending the people in the United States who are carrying out essential tasks during the unprecedented time of crisis created by the Coronavirus Disease 2019 (COVID-19).,Senate,"Perdue, David ",R,GA,0,3/23/20,0,Senate - Judiciary,3/23/20,Referred to the Committee on the Judiciary.
S,B, 3563,116,2019,Food Assistance for Kids and Families During COVID-19 Act of 2020,Senate,"Casey, Robert P., Jr. ",D,PA,0,3/22/20,5,"Senate - Agriculture, Nutrition, and Forestry",3/22/20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B, 3475,116,2019,COVID-19 Health Care Worker Protection Act of 2020,Senate,"Duckworth, Tammy ",D,IL,0,3/12/20,9,"Senate - Health, Education, Labor, and Pensions",3/12/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3552,116,2019,"A bill to require the Secretary of Agriculture to provide payments to cattle producers to offset losses due to the Coronavirus Disease 2019 (COVID-19), and for other purposes.",Senate,"Rounds, Mike  ",R,SD,0,3/20/20,9,"Senate - Agriculture, Nutrition, and Forestry",3/20/20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B, 3566,116,2019,Stop Overdraft Profiteering during COVID-19 Emergency Act of 2020,Senate,"Booker, Cory A. ",D,NJ,0,3/22/20,1,"Senate - Banking, Housing, and Urban Affairs",3/22/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3570,116,2019,A bill to provide for the expedited procurement of equipment needed to combat COVID-19 under the Defense Production Act of 1950.,Senate,"Baldwin, Tammy ",D,WI,0,3/23/20,18,"Senate - Banking, Housing, and Urban Affairs",3/23/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3584,116,2019,COVID-19 Workers First Protection Act of 2020,Senate,"Baldwin, Tammy ",D,WI,0,3/25/20,1,"Senate - Health, Education, Labor, and Pensions",3/25/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3668,116,2019,A bill to assist COVID-19 recovery efforts in Sudan.,Senate,"Menendez, Robert ",D,NJ,0,5/7/20,0,Senate - Foreign Relations,5/7/20,Read twice and referred to the Committee on Foreign Relations.
S,B, 3595,116,2019,A bill to require a longitudinal study on the impact of COVID-19.,Senate,"Rosen, Jacky ",D,NV,0,5/4/20,1,"Senate - Health, Education, Labor, and Pensions",5/4/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3669,116,2019,"A bill to respond to the global COVID-19 pandemic, and for other purposes.",Senate,"Menendez, Robert ",D,NJ,0,5/7/20,9,Senate - Foreign Relations,5/7/20,Read twice and referred to the Committee on Foreign Relations.
S,B, 3630,116,2019,A bill to provide certain limitations on liability for actions taken by health care providers to combat COVID-19.,Senate,"Sasse, Ben  ",R,NE,0,5/6/20,0,Senate - Judiciary,5/6/20,Read twice and referred to the Committee on the Judiciary.
S,B, 3638,116,2019,A bill to allow Coronavirus Relief Fund payments to be used to replace revenue shortfalls resulting from COVID-19.,Senate,"Sullivan, Dan  ",R,AK,0,5/6/20,5,Senate - Appropriations,5/6/20,Read twice and referred to the Committee on Appropriations.
S,B, 3599,116,2019,A bill to enhance our Nation's nurse and physician workforce during the COVID-19 crisis by recapturing unused immigrant visas.,Senate,"Perdue, David ",R,GA,0,5/5/20,5,Senate - Judiciary,5/5/20,Read twice and referred to the Committee on the Judiciary.
S,B, 3631,116,2019,A bill to provide relief for rural providers during the national emergency with respect to the Coronavirus Disease 2019 (COVID-19).,Senate,"Sasse, Ben  ",R,NE,0,5/6/20,0,Senate - Finance,5/6/20,Read twice and referred to the Committee on Finance.
S,B, 3627,116,2019,A bill to provide for the expedited and transparent procurement and distribution of equipment and supplies needed to combat COVID-19.,Senate,"Baldwin, Tammy ",D,WI,0,5/6/20,45,Senate - Homeland Security and Governmental Affairs,5/6/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B, 3622,116,2019,"A bill to waive the cost share requirement for Indian Tribes receiving disaster assistance relating to COVID-19, and for other purposes.",Senate,"Heinrich, Martin ",D,NM,0,5/6/20,5,Senate - Homeland Security and Governmental Affairs,5/6/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B, 3604,116,2019,"A bill to require the Administrator of the Small Business Administration to report on COVID-19 recovery small business programs, and for other purposes.",Senate,"Cardin, Benjamin L. ",D,MD,0,5/5/20,5,Senate - Small Business and Entrepreneurship,5/5/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3659,116,2019,A bill to provide State and local workforce and career and technical education systems the support to respond to the COVID-19 national emergency.,Senate,"Murray, Patty ",D,WA,0,5/7/20,8,"Senate - Health, Education, Labor, and Pensions",5/7/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3607,116,2019,"A bill to extend public safety officer death benefits to public safety officers whose death is caused by COVID-19, and for other purposes.",Senate,"Grassley, Chuck ",R,IA,0,5/5/20,15,Senate - Judiciary,5/5/20,Read twice and referred to the Committee on the Judiciary.
S,B, 3651,116,2019,"A bill to prohibit school food authorities and local educational agencies from collecting unpaid school meal fees during the COVID-19 pandemic, and for other purposes.",Senate,"Smith, Tina  ",D,MN,0,5/7/20,0,"Senate - Agriculture, Nutrition, and Forestry",5/7/20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B, 3634,116,2019,A bill to address health workforce shortages and disparities highlighted by the COVID-19 pandemic through additional funding for the National Health Service Corps and Nurse Corps.,Senate,"Durbin, Richard J. ",D,IL,0,5/6/20,12,"Senate - Health, Education, Labor, and Pensions",5/6/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2292-2293)"
S,B, 3655,116,2019,"A bill to provide funding for targeted purchases of qualified agricultural products from producers that rely on local agricultural food markets affected by COVID-19, and for other purposes.",Senate,"Casey, Robert P., Jr. ",D,PA,0,5/7/20,0,"Senate - Agriculture, Nutrition, and Forestry",5/7/20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B, 3618,116,2019,A bill to amend the Internal Revenue Code of 1986 to exempt distilled spirits plants from denaturing requirements with respect to hand sanitizer produced to help combat COVID-19.,Senate,"Paul, Rand ",R,KY,0,5/6/20,0,Senate - Finance,5/6/20,Read twice and referred to the Committee on Finance.
