Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,B,522,110,2007,Haitian Protection Act of 2007,House," Hastings, Alcee L",D,FL,23,1/17/07,54,House - Judiciary,2/2/07,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law."
H,B,1857,108,2003,Humanitarian Assistance to Combat HIV/AIDS in sub-Saharan Africa and the Caribbean and National Security Act of 2003,House," Hastings, Alcee L",D,FL,23,4/29/03,0,House - International Relations,4/29/03,Referred to the House Committee on International Relations.
H,B,2592,109,2005,Haiti Compassion Act,House," Hastings, Alcee L",D,FL,23,5/24/05,35,House - Judiciary,7/1/05,"Referred to the Subcommittee on Immigration, Border Security, and Claims."
H,B,5316,108,2003,Emergency Relief for Caribbean Nationals Act,House," Hastings, Alcee L",D,FL,23,10/8/04,5,House - Judiciary,11/5/04,"Referred to the Subcommittee on Immigration, Border Security, and Claims."
H,Res,308,111,2009,"Honoring the life, legacy, and memory of Pedro Pablo Zamora y Diaz, an extraordinary educator and activist, and a pioneer in the battle against the HIV/AIDS epidemic.",House," Hastings, Alcee L",D,FL,23,3/31/09,41,House - Energy and Commerce,4/1/09,Referred to the Subcommittee on Health.
H,Res,360,112,2011,"Expressing support for the sixth IAS Conference on HIV Pathogenesis, Treatment, and Prevention and the sense of the House of Representatives that continued commitment by the United States to HIV/AIDS research, prevention, and treatment programs is crucial to protecting global health.",House," Hastings, Alcee L",D,FL,23,7/20/11,3,"House - Foreign Affairs, Energy and Commerce",10/25/11,"Referred to the Subcommittee on Africa, Global Health, and Human Rights."
H,Res,713,112,2011,"Expressing support for the XIX International AIDS Conference (AIDS 2012) and the sense of the House of Representatives that continued commitment by the United States to HIV/AIDS research, prevention, and treatment programs is crucial to protecting global health.",House," Hastings, Alcee L",D,FL,23,6/28/12,63,"House - Foreign Affairs, Energy and Commerce",6/29/12,Referred to the Subcommittee on Health.
H,Res,749,112,2011,"Expressing support for the XIX International AIDS Conference and the sense of the House of Representatives that continued commitment by the United States to HIV/AIDS research, prevention, and treatment programs is crucial to protecting global health.",House," Hastings, Alcee L",D,FL,23,7/31/12,11,"House - Foreign Affairs, Energy and Commerce",8/3/12,Referred to the Subcommittee on Health.
H,B,502,107,2001,Caribbean Regional Assistance Act of 2001,House," Gallegly, Elton ",R,CA,23,2/7/01,0,House - International Relations,2/7/01,Referred to the House Committee on International Relations.
H,B,7035,115,2017,National Strategy To Increase Life Expectancy Act of 2018,House," Wasserman Schultz, Debbie ",D,FL,23,10/5/18,3,House - Energy and Commerce,10/5/18,Referred to the House Committee on Energy and Commerce.
H,B,2507,102,1991,Cancer Registries Amendment Act,House," Waxman, Henry A",D,CA,24,6/3/91,0,House - Energy and Commerce | Senate - Labor and Human Resources,6/24/92,Message on House action received in Senate.
H,B,4470,101,1989,AIDS Prevention Act of 1990,House," Waxman, Henry A",D,CA,24,4/4/90,4,House - Energy and Commerce,5/10/90,"Clean Bill, H.R. 4785 Forwarded by Subcommittee to Full Committee in Lieu."
H,B,4785,101,1989,AIDS Prevention Act of 1990,House," Waxman, Henry A",D,CA,24,5/10/90,5,House - Energy and Commerce,6/13/90,Laid on the table. See S. 2240 for further action.
H,B,4874,101,1989,AIDS Prevention Act of 1990,House," Waxman, Henry A",D,CA,24,5/22/90,0,House - Energy and Commerce,6/13/90,For Further Action See H.R.4785.
H,Con,87,115,2017,"Expressing the sense of the Congress that temporary protected status for Haitian nationals should be extended until that country has demonstrably recovered from the 2010 earthquake, the cholera epidemic, Hurricane Matthew, and other disasters.",House," Wilson, Frederica S",D,FL,24,10/25/17,29,"House - Foreign Affairs, Judiciary",11/29/17,Referred to the Subcommittee on the Western Hemisphere.
H,Con,88,115,2017,"Expressing the sense of the Congress that temporary protected status for Haitian nationals should be extended until that country has demonstrably recovered from the 2010 earthquake, the cholera epidemic, Hurricane Matthew, and other disasters.",House," Wilson, Frederica S",D,FL,24,10/27/17,36,"House - Foreign Affairs, Judiciary",11/29/17,Referred to the Subcommittee on the Western Hemisphere.
H,J,244,101,1989,"To designate the last full week of October, October 22 through October 28, 1989, and the last full week of October hereafter as ""National Adult Immunization Awareness Week"".",House," Roybal, Edward R",D,CA,25,4/18/89,74,House - Post Office and Civil Service,4/24/89,Referred to the Subcommittee on Census and Population.
H,B,5546,115,2017,To authorize the use of certain Department of Defense funds for combating opioid trafficking and abuse in the United States.,House," Knight, Stephen ",R,CA,25,4/18/18,1,House - Armed Services,4/18/18,Referred to the House Committee on Armed Services.
H,Res,361,114,2015,"Expressing the sense of the House of Representatives concerning the need to explore emerging technologies that are mobile and capable of supplying high volumes of sterile, pathogenic-free water, and for other purposes.",House," Williams, Roger ",R,TX,25,7/14/15,2,"House - Transportation and Infrastructure, Energy and Commerce",7/17/15,Referred to the Subcommittee on Environment and the Economy.
H,B,6297,111,2009,International Biosecurity Act of 2010,House," Sherman, Brad ",D,CA,27,9/29/10,0,House - Foreign Affairs,9/29/10,Referred to the House Committee on Foreign Affairs.
H,B,695,115,2017,"Department of Defense Appropriations Act, 2018",House," Schiff, Adam B",D,CA,28,1/24/17,46,House - Judiciary | Senate - Judiciary,1/2/19,Considered by Senate (Message from the House considered). (consideration: CR S8051)
H,B,5501,110,2007,"Tom Lantos and Henry J. Hyde United States Global Leadership Against HIV/AIDS, Tuberculosis, and Malaria Reauthorization Act of 2008",House," Berman, Howard L",D,CA,28,2/27/08,5,"House - Foreign Affairs, Financial Services | Senate - Foreign Relations",7/30/08,Became Public Law No: 110-293.
H,B,5927,110,2007,International Violence Against Women Act of 2008,House," Berman, Howard L",D,CA,28,4/30/08,30,House - Foreign Affairs,4/30/08,Referred to the House Committee on Foreign Affairs.
H,B,6644,112,2011,Global Partnerships Act of 2012,House," Berman, Howard L",D,CA,28,12/11/12,1,"House - Foreign Affairs, Ways and Means, Oversight and Government Reform, Armed Services, Rules",12/11/12,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Ways and Means, Oversight and Government Reform, Armed Services, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,Res,1064,111,2009,"Expressing the sense of the House of Representatives that the ""Anti-Homosexuality Bill, 2009"" under consideration by the Parliament of Uganda, that would impose long term imprisonment and the death penalty for certain acts, threatens the protection of fundamental human rights, and for other purposes.",House," Berman, Howard L",D,CA,28,2/3/10,63,House - Foreign Affairs,2/3/10,Referred to the House Committee on Foreign Affairs.
H,B,463,111,2009,Prevention First Act of 2009,House," Slaughter, Louise McIntosh ",D,NY,28,1/13/09,145,"House - Energy and Commerce, Ways and Means, Education and Labor",1/14/09,Referred to the Subcommittee on Health.
H,B,819,110,2007,Prevention First Act,House," Slaughter, Louise McIntosh ",D,NY,28,2/5/07,164,"House - Energy and Commerce, Ways and Means, Education and Labor",5/18/07,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H,B,4192,108,2003,Putting Prevention First Act,House," Slaughter, Louise McIntosh ",D,NY,28,4/21/04,130,"House - Energy and Commerce, Education and the Workforce, Ways and Means",5/7/04,Referred to the Subcommittee on Employer-Employee Relations.
H,B,42,104,1995,Ryan White CARE Reauthorization Act of 1995,House," Waxman, Henry A",D,CA,29,1/4/95,38,House - Commerce,7/13/95,See H.R.1872.
H,B,5141,103,1993,Ryan White CARE Reauthorization Act of 1994,House," Waxman, Henry A",D,CA,29,9/30/94,131,House - Energy and Commerce,10/17/94,Referred to the Subcommittee on Health and the Environment.
H,Res,325,106,1999,Expressing the sense of the House of Representatives regarding the importance of increased support and funding to combat diabetes.,House," LaFalce, John J",D,NY,29,10/7/99,109,House - Commerce,11/16/99,Motion to reconsider laid on the table Agreed to without objection.
H,B,1532,110,2007,Comprehensive Tuberculosis Elimination Act of 2008,House," Green, Gene ",D,TX,29,3/15/07,58,House - Energy and Commerce,10/13/08,Became Public Law No: 110-392.
H,B,5783,102,1991,Vaccine Access and Registry Act,House," Slaughter, Louise McIntosh ",D,NY,30,8/5/92,22,House - Energy and Commerce,9/14/92,Referred to the Subcommittee on Health and the Environment.
H,B,3647,100,1987,Minority Acquired Immunodeficiency Syndrome Awareness and Prevention Act of 1987,House," Dymally, Mervyn M",D,CA,31,11/17/87,6,House - Energy and Commerce,11/30/87,Referred to Subcommittee on Health and the Environment.
H,B,2910,113,2013,Gun Violence Prevention and Reduction Act of 2013,House," Waxman, Henry A",D,CA,33,8/1/13,6,"House - Energy and Commerce, Ways and Means, Education and the Workforce",9/13/13,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H,Res,195,113,2013,"Expressing support for designation of May 2013 as ""Health and Fitness Month"".",House," Veasey, Marc A",D,TX,33,4/26/13,4,House - Energy and Commerce,5/3/13,Referred to the Subcommittee on Health.
H,Res,249,114,2015,"Expressing support for designation of May 2015 as ""Health and Fitness Month"".",House," Veasey, Marc A",D,TX,33,5/1/15,7,House - Energy and Commerce,5/8/15,Referred to the Subcommittee on Health.
H,Res,302,115,2017,"Expressing support for designation of May 2017 as ""Health and Fitness Month"".",House," Veasey, Marc A",D,TX,33,5/1/17,0,House - Energy and Commerce,5/5/17,Referred to the Subcommittee on Health.
H,Res,564,113,2013,"Expressing support for designation of May 2014 as ""Health and Fitness Month"".",House," Veasey, Marc A",D,TX,33,5/1/14,23,House - Energy and Commerce,5/2/14,Referred to the Subcommittee on Health.
H,Res,719,114,2015,"Expressing support for designation of May 2016 as ""Health and Fitness Month"".",House," Veasey, Marc A",D,TX,33,5/10/16,5,House - Energy and Commerce,5/13/16,Referred to the Subcommittee on Health.
H,Con,195,104,1995,To express the sense of the Congress that any welfare reform legislation enacted by the Congress should include provisions addressing domestic violence.,House," Roybal-Allard, Lucille ",D,CA,33,6/27/96,56,"House - Ways and Means, Economic and Educational Opportunities",7/12/96,Sponsor introductory remarks on measure.
H,B,1950,105,1997,To clarify the family violence option under the temporary assistance to needy families program.,House," Roybal-Allard, Lucille ",D,CA,33,6/18/97,1,House - Ways and Means,6/24/97,Referred to the Subcommittee on Human Resources.
H,B,2545,115,2017,Special Diabetes Program for Indians Reauthorization Act of 2017,House," Torres, Norma J",D,CA,35,5/18/17,21,House - Energy and Commerce,5/19/17,Referred to the Subcommittee on Health.
H,Con,426,110,2007,Recognizing the 10th anniversary of the establishment of the Minority AIDS Initiative.,House," Waters, Maxine ",D,CA,35,9/24/08,80,House - Energy and Commerce,10/3/08,Message on Senate action sent to the House.
H,B,822,110,2007,Routine HIV/AIDS Screening Coverage Act of 2007,House," Waters, Maxine ",D,CA,35,2/5/07,44,"House - Energy and Commerce, Education and Labor, Ways and Means, Oversight and Government Reform",5/18/07,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H,B,2137,111,2009,Routine HIV Screening Coverage Act of 2009,House," Waters, Maxine ",D,CA,35,4/28/09,46,"House - Energy and Commerce, Education and Labor, Ways and Means, Oversight and Government Reform",6/4/09,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H,B,4470,112,2011,Routine HIV Screening Coverage Act of 2012,House," Waters, Maxine ",D,CA,35,4/19/12,40,"House - Energy and Commerce, Ways and Means, Education and the Workforce, Oversight and Government Reform",9/26/12,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H,B,6309,109,2005,Routine HIV/AIDS Screening Coverage Act of 2006,House," Waters, Maxine ",D,CA,35,9/29/06,14,"House - Energy and Commerce, Education and the Workforce, Ways and Means, Government Reform",11/2/06,Referred to the Subcommittee on Employer-Employee Relations.
H,Res,362,112,2011,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,35,7/21/11,24,House - Energy and Commerce,7/29/11,Referred to the Subcommittee on Health.
H,Res,539,105,1997,Expressing the sense of the House of Representatives that a national HIV surveillance system should be expeditiously implemented.,House," Waters, Maxine ",D,CA,35,9/15/98,2,House - Commerce,10/16/98,Referred to the Subcommittee on Health and Environment.
H,Res,592,111,2009,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,35,6/26/09,22,House - Energy and Commerce,7/7/09,Referred to the Subcommittee on Health.
H,Res,727,109,2005,Congratulating Prime Minister-designate Portia Simpson Miller for becoming the first female Prime Minister-designate of Jamaica.,House," Waters, Maxine ",D,CA,35,3/14/06,56,House - International Relations,3/14/06,Referred to the House Committee on International Relations.
H,Res,737,112,2011,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,35,7/19/12,16,House - Energy and Commerce,7/20/12,Referred to the Subcommittee on Health.
H,Res,1359,110,2007,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,35,7/21/08,29,House - Energy and Commerce,7/21/08,Referred to the House Committee on Energy and Commerce.
H,Res,1547,111,2009,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,35,7/21/10,26,House - Energy and Commerce,7/21/10,Referred to the House Committee on Energy and Commerce.
H,Res,208,115,2017,"Supporting the goals and ideals of ""National Latino AIDS Awareness Day"" on October 15, 2017, and for other purposes.",House," Ruiz, Raul ",D,CA,36,3/17/17,2,House - Energy and Commerce,3/24/17,Referred to the Subcommittee on Health.
H,Res,381,113,2013,"Supporting the goals and ideals of ""National Latino AIDS Awareness Day"" on October 15, 2013, and for other purposes.",House," Ruiz, Raul ",D,CA,36,10/11/13,18,House - Energy and Commerce,10/18/13,Referred to the Subcommittee on Health.
H,Res,805,114,2015,"Supporting the goals and ideals of ""National Latino AIDS Awareness Day"" on October 15, 2016, and for other purposes.",House," Ruiz, Raul ",D,CA,36,7/5/16,2,House - Energy and Commerce,7/5/16,Referred to the House Committee on Energy and Commerce.
H,Res,355,103,1993,Expressing the sense of the House of Representatives that the people of the United States should be encouraged to practice random acts of kindness.,House," Tucker, Walter R",D,CA,37,2/9/94,7,House - Judiciary,2/23/94,Sponsor introductory remarks on measure. (CR H564)
H,Con,83,108,2003,Honoring the victims of the Cambodian genocide that took place from April 1975 to January 1979.,House," Millender-McDonald, Juanita ",D,CA,37,3/6/03,27,House - International Relations | Senate - Foreign Relations,11/20/03,Received in the Senate and referred to the Committee on Foreign Relations.
H,Con,158,108,2003,Recognizing the importance of inheritance rights of women in Africa.,House," Millender-McDonald, Juanita ",D,CA,37,4/30/03,32,House - International Relations,4/30/03,Referred to the House Committee on International Relations.
H,B,164,109,2005,International Pediatric HIV/AIDS Network Act of 2005,House," Millender-McDonald, Juanita ",D,CA,37,1/4/05,8,House - International Relations,1/4/05,Referred to the House Committee on International Relations.
H,B,4140,106,1999,International HIV/AIDS Partnership Prevention Act of 2000,House," Millender-McDonald, Juanita ",D,CA,37,3/30/00,19,House - International Relations,3/30/00,Referred to the House Committee on International Relations.
H,B,4191,108,2003,International Pediatric HIV/AIDS Network Act of 2004,House," Millender-McDonald, Juanita ",D,CA,37,4/21/04,12,House - International Relations,4/21/04,Referred to the House Committee on International Relations.
H,Res,225,112,2011,Honoring the victims of the Cambodian genocide that took place from April 1975 to January 1979.,House," Richardson, Laura ",D,CA,37,4/14/11,6,House - Foreign Affairs,5/13/11,Referred to the Subcommittee on Asia and the Pacific.
H,Con,134,102,1991,To promote traditional family values.,House," Dannemeyer, William E",R,CA,39,4/23/91,0,House - Education and Labor,5/10/91,Referred to the Subcommittee on Human Resources.
H,B,1625,115,2017,"Consolidated Appropriations Act, 2018",House," Royce, Edward R",R,CA,39,3/20/17,40,House - Foreign Affairs | Senate - Foreign Relations,3/23/18,Became Public Law No: 115-141.
H,B,5294,113,2013,Health Equity and Accountability Act of 2014,House," Roybal-Allard, Lucille ",D,CA,40,7/30/14,81,"House - Energy and Commerce, Ways and Means, Agriculture, Education and the Workforce, Budget, Veterans' Affairs, Armed Services, Judiciary, Natural Resources",11/17/14,Referred to the Subcommittee on Higher Education and Workforce Training.
H,B,4245,109,2005,Influenza Preparedness and Prevention Act of 2005,House," Lewis, Jerry ",R,CA,41,11/7/05,6,"House - Energy and Commerce, Resources, Agriculture",11/22/05,Referred to the Subcommittee on Health.
H,B,4939,109,2005,"Emergency Supplemental Appropriations Act for Defense, the Global War on Terror, and Hurricane Recovery, 2006",House," Lewis, Jerry ",R,CA,41,3/13/06,0,House - Appropriations | Senate - Appropriations,6/15/06,Became Public Law No: 109-234.
H,B,6062,114,2015,SERVICE Act,House," Takano, Mark ",D,CA,41,9/15/16,1,"House - Veterans' Affairs, Armed Services, Oversight and Government Reform, Energy and Commerce, Ways and Means, Education and the Workforce, Financial Services, Small Business, Budget, Judiciary",10/19/16,Referred to the Subcommittee on Military Personnel.
H,B,6147,115,2017,"Interior, Environment, Financial Services and General Government, Agriculture, Rural Development, Food and Drug Administration, and Transportation, Housing and Urban Development Appropriations Act, 2019",House," Calvert, Ken ",R,CA,42,6/19/18,0,House - Appropriations,9/7/18,Message on Senate action sent to the House.
H,B,1042,112,2011,DELIST Act,House," Baca, Joe ",D,CA,43,3/11/11,16,House - Natural Resources,3/11/11,Referred to the House Committee on Natural Resources.
H,Res,114,107,2001,"Recognizing the bravery, dedication, and commitment of Federal, State, county, city, and other law enforcement officers for their daily efforts in battling the use and production of methamphetamine.",House," Calvert, Ken ",R,CA,43,4/4/01,61,House - Judiciary,4/19/01,Referred to the Subcommittee on Crime.
H,Res,309,113,2013,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/19/13,26,House - Energy and Commerce,7/26/13,Referred to the Subcommittee on Health.
H,Res,366,114,2015,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/16/15,24,House - Energy and Commerce,7/17/15,Referred to the Subcommittee on Health.
H,Res,463,115,2017,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/20/17,16,House - Energy and Commerce,7/20/17,Referred to the House Committee on Energy and Commerce.
H,Res,673,113,2013,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/17/14,17,House - Energy and Commerce,7/18/14,Referred to the Subcommittee on Health.
H,Res,832,114,2015,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/14/16,16,House - Energy and Commerce,7/14/16,Referred to the House Committee on Energy and Commerce.
H,Res,1004,115,2017,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for other purposes.",House," Waters, Maxine ",D,CA,43,7/19/18,23,House - Energy and Commerce,7/19/18,Referred to the House Committee on Energy and Commerce.
H,B,716,108,2003,IMPACT Act,House," Bono, Mary ",R,CA,45,2/12/03,80,"House - Energy and Commerce, Agriculture, Ways and Means",2/26/03,Referred to the Subcommittee on Health.
H,B,2276,111,2009,IMPACT Act,House," Bono Mack, Mary ",R,CA,45,5/6/09,3,House - Energy and Commerce,5/7/09,Referred to the Subcommittee on Health.
H,B,2677,110,2007,IMPACT Act,House," Bono, Mary ",R,CA,45,6/12/07,63,House - Energy and Commerce,6/12/07,Referred to the Subcommittee on Health.
H,Res,590,115,2017,Calling on the Secretary of Veterans Affairs to conduct a clinical study assessing the effectiveness of treating chronic pain in veterans with cannabis in comparison to opioids.,House," Correa, J",D,CA,46,10/26/17,0,House - Veterans' Affairs,10/26/17,Referred to the Subcommittee on Health.
H,Res,436,114,2015,Honoring the victims of the Cambodian genocide that took place from April 1975 to January 1979.,House," Lowenthal, Alan S",D,CA,47,9/24/15,17,House - Foreign Affairs,2/12/16,Referred to the Subcommittee on Asia and the Pacific.
H,Res,464,113,2013,Honoring the victims of the Cambodian genocide that took place from April 1975 to January 1979.,House," Lowenthal, Alan S",D,CA,47,1/27/14,22,House - Foreign Affairs,2/27/14,Referred to the Subcommittee on Asia and the Pacific.
H,B,3970,109,2005,Bioterror and Pandemic Preparedness Protection Act,House," Issa, Darrell E",R,CA,49,10/6/05,2,"House - Judiciary, Energy and Commerce",10/17/05,"Referred to the Subcommittee on Health, for a period to be subsequently determined by the Chairman."
H,Res,382,113,2013,"Supporting the goals and ideals of Red Ribbon Week, October 23, 2013 through October 31, 2013.",House," Hunter, Duncan D",R,CA,50,10/14/13,1,House - Energy and Commerce,10/18/13,Referred to the Subcommittee on Health.
H,Res,427,112,2011,Supporting the goals and ideals of Red Ribbon Week.,House," Hunter, Duncan D",R,CA,52,10/6/11,3,House - Energy and Commerce,10/7/11,Referred to the Subcommittee on Health.
H,Res,795,112,2011,Supporting the goals and ideals of Red Ribbon Week.,House," Hunter, Duncan D",R,CA,52,9/20/12,1,House - Energy and Commerce,9/26/12,Referred to the Subcommittee on Health.
H,B,1815,109,2005,National Defense Authorization Act for Fiscal Year 2006,House," Hunter, Duncan ",R,CA,52,4/26/05,1,House - Armed Services | Senate - Armed Services,1/6/06,Became Public Law No: 109-163.
H,B,5122,109,2005,John Warner National Defense Authorization Act for Fiscal Year 2007,House," Hunter, Duncan ",R,CA,52,4/6/06,1,House - Armed Services,10/17/06,Became Public Law No: 109-364.
H,B,3382,112,2011,Smoke-Free Federal Buildings Act,House," Davis, Susan A",D,CA,53,11/4/11,4,House - Transportation and Infrastructure,11/7/11,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management."
H,Res,219,113,2013,Supporting the goals and ideals of National Asian and Pacific Islander HIV/AIDS Awareness Day.,House," Bordallo, Madeleine Z",D,GU,0,5/17/13,16,House - Energy and Commerce,5/24/13,Referred to the Subcommittee on Health.
H,Res,265,112,2011,Supporting the goals and ideals of National Asian and Pacific Islander HIV/AIDS Awareness Day.,House," Bordallo, Madeleine Z",D,GU,0,5/11/11,15,House - Energy and Commerce,5/13/11,Referred to the Subcommittee on Health.
H,Res,275,114,2015,Supporting the goals and ideals of National Asian and Pacific Islander HIV/AIDS Awareness Day.,House," Bordallo, Madeleine Z",D,GU,0,5/19/15,14,House - Energy and Commerce,5/22/15,Referred to the Subcommittee on Health.
H,Res,439,111,2009,Supporting the goals and ideals of National Asian American and Pacific Islander HIV/AIDS Awareness Day.,House," Bordallo, Madeleine Z",D,GU,0,5/14/09,17,House - Energy and Commerce,5/15/09,Referred to the Subcommittee on Health.
H,Res,586,113,2013,Supporting the goals and ideals of National Asian and Pacific Islander HIV/AIDS Awareness Day.,House," Bordallo, Madeleine Z",D,GU,0,5/19/14,16,House - Energy and Commerce,5/23/14,Referred to the Subcommittee on Health.
H,Con,293,109,2005,"Supporting the observance of a Campaign to End AIDS Advocacy Day, and for other purposes.",House," Christensen, Donna M",D,VI,0,11/8/05,3,House - Energy and Commerce,11/22/05,Referred to the Subcommittee on Health.
H,Res,830,110,2007,"Urging health care providers to engage in a strong program to prevent, detect, and treat diabetes, including through the use of a treatment regimen that includes certain minimum clinical practice recommendations, including measurements of body weight and other associated risk factors.",House," Christensen, Donna M",D,VI,0,11/15/07,13,House - Energy and Commerce,11/15/07,Referred to the Subcommittee on Health.
H,B,848,110,2007,To amend the State Department Basic Authorities Act of 1956 to authorize assistance to combat HIV/AIDS in certain countries of the Caribbean region.,House," Fortuno, Luis G",R,PR,0,2/6/07,2,House - Foreign Affairs,2/6/07,Referred to the House Committee on Foreign Affairs.
H,J,228,101,1989,"To designate October 22 through 29, 1989, as ""Drug Free America Week"".",House," Young, Don ",R,AK,0,4/3/89,138,House - Post Office and Civil Service,4/24/89,Referred to the Subcommittee on Census and Population.
H,J,373,101,1989,"To designate October 22 through October 29, 1989, as ""National Red Ribbon Week"".",House," Young, Don ",R,AK,0,7/24/89,223,House - Post Office and Civil Service,8/3/89,Referred to the Subcommittee on Census and Population.
H,J,595,101,1989,"To designate October 20 through 28, 1990, as ""National Red Ribbon Week for a Drug-Free America"".",House," Young, Don ",R,AK,0,6/11/90,222,House - Post Office and Civil Service,6/18/90,Referred to the Subcommittee on Census and Population.
H,B,1924,111,2009,Tribal Law and Order Act of 2009,House," Herseth Sandlin, Stephanie ",D,SD,0,4/2/09,20,"House - Judiciary, Natural Resources, Energy and Commerce, Education and Labor",5/26/09,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,3154,109,2005,Infectious Diseases Research and Development Act of 2005,House," Cubin, Barbara ",R,WY,0,6/30/05,7,"House - Energy and Commerce, Judiciary, Ways and Means",7/29/05,Referred to the Subcommittee on Health.
H,B,6583,110,2007,Tribal Law and Order Act of 2008,House," Herseth Sandlin, Stephanie ",D,SD,0,7/23/08,4,"House - Judiciary, Natural Resources, Energy and Commerce, Education and Labor",7/23/08,Referred to the Subcommittee on Health.
H,Res,304,113,2013,"Expressing support for dancing as a form of valuable exercise and artistic expression, and for the designation of July 27, 2013, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/17/13,7,House - Energy and Commerce,7/19/13,Referred to the Subcommittee on Health.
H,Res,342,112,2011,"Expressing support for the designation of July 30, 2011, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/7/11,44,House - Energy and Commerce,7/15/11,Referred to the Subcommittee on Health.
H,Res,359,102,1991,To express the sense of the House of Representatives regarding breast cancer.,House," Sanders, Bernard ",I,VT,0,2/7/92,38,House - Energy and Commerce,2/28/92,Referred to the Subcommittee on Health and the Environment.
H,Res,365,114,2015,"Expressing support for dancing as a form of valuable exercise and of artistic expression, and for the designation of July 25, 2015, ""National Dance Day"".",House," Norton, Eleanor Holmes ",D,DC,0,7/15/15,6,House - Energy and Commerce,7/17/15,Referred to the Subcommittee on Health.
H,Res,392,102,1991,"Commemorating the 20th anniversary of the Iditarod Trail Sled Dog Race, an event which pays tribute to the Iditarod Trail and the history of Alaska.",House," Young, Don ",R,AK,0,3/9/92,0,House - Post Office and Civil Service,3/12/92,Referred to the Subcommittee on Census and Population.
H,Res,472,115,2017,"Expressing support for the designation of July 29, 2017, as ""National Dance Day"" and recognizing dance as a form of valuable exercise and artistic expression.",House," Norton, Eleanor Holmes ",D,DC,0,7/24/17,0,House - Energy and Commerce,7/28/17,Referred to the Subcommittee on Health.
H,Res,667,113,2013,"Expressing support for dancing as a form of valuable exercise and artistic expression, and for the designation of July 26, 2014, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/11/14,9,House - Energy and Commerce,7/18/14,Referred to the Subcommittee on Health.
H,Res,725,112,2011,"Expressing support for dancing as a form of valuable exercise and artistic expression and for the designation of July 28, 2012, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/9/12,11,House - Energy and Commerce,7/13/12,Referred to the Subcommittee on Health.
H,Res,824,114,2015,"Expressing support for dancing as a form of valuable exercise and of artistic expression, and for the designation of July 30, 2016, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/12/16,3,House - Energy and Commerce,7/12/16,Referred to the House Committee on Energy and Commerce.
H,Res,997,115,2017,"Expressing support for dance as a form of valuable exercise and of artistic expression, and for the designation of July 28 as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/16/18,0,House - Energy and Commerce,7/16/18,Referred to the House Committee on Energy and Commerce.
H,Res,1514,111,2009,"Expressing support for the designation of July 31, 2010, as National Dance Day.",House," Norton, Eleanor Holmes ",D,DC,0,7/13/10,44,House - Energy and Commerce,7/13/10,Referred to the House Committee on Energy and Commerce.
